2024-12-08 20:29:04.237 MSK [10000] СООБЩЕНИЕ:  начата контрольная точка: time
2024-12-08 20:29:04.570 MSK [10000] СООБЩЕНИЕ:  контрольная точка завершена: записано буферов: 4 (0.0%); добавлено файлов WAL 0, удалено: 0, переработано: 0; запись=0.325 сек., синхр.=0.003 сек., всего=0.333 сек.; синхронизировано_файлов=4, самая_долгая_синхр.=0.001 сек., средняя=0.001 сек.; расстояние=6 kB, ожидалось=14 kB; lsn=0/211D8E0, lsn redo=0/211D8A8
2024-12-08 20:39:04.586 MSK [10000] СООБЩЕНИЕ:  начата контрольная точка: time
2024-12-08 20:39:05.579 MSK [10000] СООБЩЕНИЕ:  контрольная точка завершена: записано буферов: 10 (0.1%); добавлено файлов WAL 0, удалено: 0, переработано: 0; запись=0.983 сек., синхр.=0.006 сек., всего=0.994 сек.; синхронизировано_файлов=9, самая_долгая_синхр.=0.001 сек., средняя=0.001 сек.; расстояние=13 kB, ожидалось=14 kB; lsn=0/2120D28, lsn redo=0/2120CF0
2024-12-08 20:44:04.594 MSK [10000] СООБЩЕНИЕ:  начата контрольная точка: time
2024-12-08 20:44:04.811 MSK [10000] СООБЩЕНИЕ:  контрольная точка завершена: записано буферов: 2 (0.0%); добавлено файлов WAL 0, удалено: 0, переработано: 0; запись=0.211 сек., синхр.=0.001 сек., всего=0.217 сек.; синхронизировано_файлов=1, самая_долгая_синхр.=0.001 сек., средняя=0.001 сек.; расстояние=3 kB, ожидалось=13 kB; lsn=0/2121A80, lsn redo=0/2121A48
2024-12-08 20:56:08.766 MSK [21656] РћРЁРР‘РљРђ:  СЃС‚РѕР»Р±РµС† "telegram_id" РЅРµР»СЊР·СЏ Р°РІС‚РѕРјР°С‚РёС‡РµСЃРєРё РїСЂРёРІРµСЃС‚Рё Рє С‚РёРїСѓ integer
2024-12-08 20:56:08.766 MSK [21656] РџРћР”РЎРљРђР—РљРђ:  Р’РѕР·РјРѕР¶РЅРѕ, РЅРµРѕР±С…РѕРґРёРјРѕ СѓРєР°Р·Р°С‚СЊ "USING telegram_id::integer".
2024-12-08 20:56:08.766 MSK [21656] РћРџР•Р РђРўРћР :  ALTER TABLE candidates ALTER COLUMN telegram_id TYPE INTEGER 
2024-12-08 20:56:58.568 MSK [26808] РћРЁРР‘РљРђ:  СЃС‚РѕР»Р±РµС† "telegram_id" РЅРµР»СЊР·СЏ Р°РІС‚РѕРјР°С‚РёС‡РµСЃРєРё РїСЂРёРІРµСЃС‚Рё Рє С‚РёРїСѓ integer
2024-12-08 20:56:58.568 MSK [26808] РџРћР”РЎРљРђР—РљРђ:  Р’РѕР·РјРѕР¶РЅРѕ, РЅРµРѕР±С…РѕРґРёРјРѕ СѓРєР°Р·Р°С‚СЊ "USING telegram_id::integer".
